,Unnamed: 0,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
241,241,28153,1974-04-26,It's Alive,It's Alive,It's Alive Collection,256297,2990847.0
242,242,28155,1978-05-10,It Lives Again,It Lives Again,It's Alive Collection,256297,46477394.0
243,243,49684,1987-05-27,It's Alive III: Island of the Alive,It's Alive III: Island of the Alive,It's Alive Collection,256297,46491872.0
244,244,50698,2011-09-09,Grave Encounters,Grave Encounters,Grave Encounters Collection,135466,32435797.0
245,245,134366,2012-10-12,Grave Encounters 2,Grave Encounters 2,Grave Encounters Collection,135466,37201724.0
246,246,6471,1979-12-14,The Jerk,The Jerk,The Jerk Collection,983340,179044.0
247,247,87243,1984-01-06,"The Jerk, Too","The Jerk, Too",The Jerk Collection,983340,51312095.0
248,248,161,2001-12-07,Ocean's Eleven,Ocean's Eleven,Ocean's Collection,304,2251266.0
249,249,163,2004-12-09,Ocean's Twelve,Ocean's Twelve,Ocean's Collection,304,1046470.0
250,250,298,2007-06-05,Ocean's Thirteen,Ocean's Thirteen,Ocean's Collection,304,3723947.0
251,251,40983,1972-06-21,Beware! The Blob,Beware! The Blob,The Blob Collection,422193,5260111.0
252,252,8851,1958-09-10,The Blob,The Blob,The Blob Collection,422193,761788.0
253,253,10144,1989-11-17,The Little Mermaid,The Little Mermaid,The Little Mermaid Collection,33085,301574.0
254,254,13676,2008-08-25,The Little Mermaid: Ariel's Beginning,The Little Mermaid: Ariel's Beginning,The Little Mermaid Collection,33085,15348996.0
255,255,10898,2000-01-23,The Little Mermaid II: Return to the Sea,The Little Mermaid II: Return to the Sea,The Little Mermaid Collection,33085,448814.0
256,256,11137,2004-03-28,The Prince & Me,The Prince & Me,The Prince & Me Collection,86334,1096949.0
257,257,15590,2006-02-21,The Prince & Me 2: The Royal Wedding,The Prince & Me 2: The Royal Wedding,The Prince & Me Collection,86334,8808797.0
258,258,20036,2008-10-28,The Prince & Me: A Royal Honeymoon,The Prince & Me: A Royal Honeymoon,The Prince & Me Collection,86334,22188807.0
259,259,36515,2010-03-23,The Prince & Me 4: The Elephant Adventure,The Prince & Me 4: The Elephant Adventure,The Prince & Me Collection,86334,26762105.0
260,260,578,1975-06-20,Jaws,Jaws,Jaws Collection,2366,74830.0
261,261,579,1978-06-16,Jaws 2,Jaws 2,Jaws Collection,2366,352795.0
262,262,580,1987-07-17,Jaws: The Revenge,Jaws: The Revenge,Jaws Collection,2366,529276.0
263,263,17692,1983-07-22,Jaws 3-D,Jaws 3-D,Jaws Collection,2366,1173339.0
264,264,10351,1997-09-19,Wishmaster,Wishmaster,Wishmaster Collection,135489,456959.0
265,265,38157,2002-06-10,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,Wishmaster Collection,135489,12256912.0
266,266,28635,2001-10-23,Wishmaster 3: Beyond the Gates of Hell,Wishmaster 3: Beyond the Gates of Hell,Wishmaster Collection,135489,12256764.0
267,267,12594,1999-03-12,Wishmaster 2: Evil Never Dies,Wishmaster 2: Evil Never Dies,Wishmaster Collection,135489,12256535.0
268,268,16774,2006-10-28,Hellboy Animated: Sword of Storms,Hellboy Animated: Sword of Storms,Hellboy (Animated) Collection,123203,5837972.0
269,269,13204,2007-03-10,Hellboy Animated: Blood and Iron,Hellboy Animated: Blood and Iron,Hellboy (Animated) Collection,123203,5838045.0
270,270,154207,2007-06-12,Hellboy Animated: Iron Shoes,Hellboy Animated: Iron Shoes,Hellboy (Animated) Collection,123203,5838045.0
271,271,789978,2010-09-08,Hellboy Animated: The Dark Below,Hellboy Animated: The Dark Below,Hellboy (Animated) Collection,123203,506685.0
272,272,244,1933-03-15,King Kong,King Kong,King Kong (1933) Collection,135495,16782.0
273,273,43149,1933-12-22,The Son of Kong,The Son of Kong,King Kong (1933) Collection,135495,1713779.0
274,274,11691,1991-01-17,Go Trabi Go,Go Trabi Go,Go Trabi Go Collection,237897,24970545.0
275,275,11168,1992-08-20,Go Trabi Go 2 - Das war der wilde Osten,Go Trabi Go 2: Those Were the Days of the Wild East,Go Trabi Go Collection,237897,1764276.0
276,276,10730,1976-09-08,King Kong,King Kong,King Kong (1976) Collection,135498,518615.0
277,277,31947,1986-12-16,King Kong Lives,King Kong Lives,King Kong (1976) Collection,135498,3033155.0
278,278,2605,1986-05-09,Short Circuit,Short Circuit,Short Circuit Collection,86347,736266.0
279,279,11966,1988-07-06,Short Circuit 2,Short Circuit 2,Short Circuit Collection,86347,1311098.0
280,280,28751,1992-01-29,976-EVIL II,976-EVIL II,976-EVIL Collection,135501,21286292.0
281,281,24038,1988-12-09,976-EVIL,976-EVIL,976-EVIL Collection,135501,7677968.0
282,282,9838,1985-11-22,King Solomon's Mines,King Solomon's Mines,Allan Quatermain Collection,135502,10862322.0
283,283,9710,1986-12-17,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,Allan Quatermain Collection,135502,985537.0
284,284,11815,1958-07-16,The Fly,The Fly,The Fly Collection,123213,553101.0
285,285,38126,1959-07-01,Return of the Fly,Return of the Fly,The Fly Collection,123213,3653578.0
286,286,38125,1965-05-01,Curse of the Fly,Curse of the Fly,The Fly Collection,123213,3509709.0
287,287,61979,2010-12-03,Tres metros sobre el cielo,Three Steps Above Heaven,Three Steps Above Heaven Collection,141649,33539859.0
288,288,109689,2012-06-22,Tengo ganas de ti,I Want You,Three Steps Above Heaven Collection,141649,39420909.0
289,289,12230,1961-01-25,One Hundred and One Dalmatians,One Hundred and One Dalmatians,101 Dalmatians (Animated) Collection,100693,179351.0
290,290,13654,2002-11-06,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,101 Dalmatians (Animated) Collection,100693,43482143.0
291,291,62,1968-04-02,2001: A Space Odyssey,2001: A Space Odyssey,The Space Odyssey Series,4438,23941708.0
292,292,4437,1984-12-06,2010,2010,The Space Odyssey Series,4438,1195560.0
293,293,1924,1978-12-14,Superman,Superman,Superman Collection,8537,362719.0
294,294,9531,1983-06-17,Superman III,Superman III,Superman Collection,8537,1059701.0
295,295,8536,1980-12-12,Superman II,Superman II,Superman Collection,8537,1059280.0
296,296,1452,2006-06-28,Superman Returns,Superman Returns,Superman Collection,8537,1082656.0
297,297,11411,1987-07-24,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,Superman Collection,8537,407628.0
298,298,25188,1971-10-03,The Last Picture Show,The Last Picture Show,The Last Picture Show and Texasville,751961,74868.0
299,299,82545,1990-09-28,Texasville,Texasville,The Last Picture Show and Texasville,751961,5593097.0
300,300,214395,1949-04-19,The Lost Tribe,The Lost Tribe,Jungle Jim Collection,661850,40427199.0
301,301,98180,1948-12-15,Jungle Jim,Jungle Jim,Jungle Jim Collection,661850,20192250.0
302,302,214406,1950-01-12,Mark of the Gorilla,Mark of the Gorilla,Jungle Jim Collection,661850,49668964.0
303,303,132612,1950-07-01,Captive Girl,Captive Girl,Jungle Jim Collection,661850,49669037.0
304,304,184965,1950-11-22,Pygmy Island,Pygmy Island,Jungle Jim Collection,661850,49669065.0
305,305,115702,1951-02-26,Fury of the Congo,Fury of the Congo,Jungle Jim Collection,661850,40501352.0
306,306,115454,1951-10-04,Jungle Manhunt,Jungle Manhunt,Jungle Jim Collection,661850,12419901.0
307,307,115824,1952-03-17,Jungle Jim in the Forbidden Land,Jungle Jim in the Forbidden Land,Jungle Jim Collection,661850,9743496.0
308,308,220504,1952-11-15,Voodoo Tiger,Voodoo Tiger,Jungle Jim Collection,661850,40501707.0
309,309,242073,1953-02-03,Savage Mutiny,Savage Mutiny,Jungle Jim Collection,661850,49668838.0
310,310,133716,1953-07-29,Valley of Head Hunters,Valley of Head Hunters,Jungle Jim Collection,661850,49669269.0
311,311,149957,1954-06-01,Jungle Man-Eaters,Jungle Man-Eaters,Jungle Jim Collection,661850,49668799.0
312,312,220511,1955-04-08,Jungle Moon Men,Jungle Moon Men,Jungle Jim Collection,661850,40400057.0
313,313,116162,1953-12-15,Killer Ape,Killer Ape,Jungle Jim Collection,661850,40512719.0
314,314,220510,1954-11-01,Cannibal Attack,Cannibal Attack,Jungle Jim Collection,661850,40417070.0
315,315,337801,1955-10-01,Devil Goddess,Devil Goddess,Jungle Jim Collection,661850,40389243.0
316,316,10973,1954-03-05,Creature from the Black Lagoon,Creature from the Black Lagoon,Creature From The Black Lagoon Collection,221537,72317.0
317,317,40761,1955-05-13,Revenge of the Creature,Revenge of the Creature,Creature From The Black Lagoon Collection,221537,3771410.0
318,318,39408,1956-04-26,The Creature Walks Among Us,The Creature Walks Among Us,Creature From The Black Lagoon Collection,221537,3815462.0
319,319,40220,1980-11-07,The Boogey Man,The Boogey Man,The Boogey Man Collection,715105,11558238.0
320,320,54127,1983-08-24,Boogeyman II,Boogeyman II,The Boogey Man Collection,715105,28645660.0
321,321,201252,1994-05-05,Return of the Boogeyman,Return of the Boogeyman,The Boogey Man Collection,715105,32501058.0
322,322,138,1931-02-12,Dracula,Dracula,Dracula (Universal) Collection,221539,1046559.0
323,323,22440,1936-05-11,Dracula's Daughter,Dracula's Daughter,Dracula (Universal) Collection,221539,2055366.0
324,324,32023,1943-11-05,Son of Dracula,Son of Dracula,Dracula (Universal) Collection,221539,3303044.0
325,325,30793,1945-12-07,House of Dracula,House of Dracula,Dracula (Universal) Collection,221539,3303351.0
326,326,45964,1979-09-28,When a Stranger Calls,When a Stranger Calls,When a Stranger Calls Collection,276838,2010489.0
327,327,30554,1993-04-04,When a Stranger Calls Back,When a Stranger Calls Back,When a Stranger Calls Collection,276838,4133698.0
328,328,15849,1932-12-22,The Mummy,The Mummy,The Mummy (Universal) Collection,221544,253833.0
329,329,31498,1940-09-20,The Mummy's Hand,The Mummy's Hand,The Mummy (Universal) Collection,221544,3489518.0
330,330,29239,1942-10-23,The Mummy's Tomb,The Mummy's Tomb,The Mummy (Universal) Collection,221544,3494241.0
331,331,29243,1944-07-07,The Mummy's Ghost,The Mummy's Ghost,The Mummy (Universal) Collection,221544,3504034.0
332,332,29242,1944-12-22,The Mummy's Curse,The Mummy's Curse,The Mummy (Universal) Collection,221544,3523874.0
333,333,10068,1986-02-09,Nine 1/2 Weeks,Nine 1/2 Weeks,9½ Weeks Collection,121195,1896864.0
334,334,18167,1997-06-12,Another 9 1/2 Weeks,Another 9 1/2 Weeks,9½ Weeks Collection,121195,1896864.0
335,335,74023,1998-11-03,The First 9½ Weeks,The First 9½ Weeks,9½ Weeks Collection,121195,27366970.0
336,336,38273,1943-12-17,Calling Dr. Death,Calling Dr. Death,Inner Sanctum Mysteries Collection,1005941,9803131.0
337,337,64078,1945-06-01,The Frozen Ghost,The Frozen Ghost,Inner Sanctum Mysteries Collection,1005941,9618696.0
338,338,64075,1944-11-10,Dead Man's Eyes,Dead Man's Eyes,Inner Sanctum Mysteries Collection,1005941,9811946.0
339,339,64076,1944-03-01,Weird Woman,Weird Woman,Inner Sanctum Mysteries Collection,1005941,9811711.0
340,340,64077,1945-12-14,Pillow of Death,Pillow of Death,Inner Sanctum Mysteries Collection,1005941,9802830.0
341,341,29241,1945-10-05,Strange Confession,Strange Confession,Inner Sanctum Mysteries Collection,1005941,9803242.0
342,342,10606,1984-10-05,The Philadelphia Experiment,The Philadelphia Experiment,The Philadelphia Experiment Collection,145784,666026.0
343,343,35610,1993-11-12,Philadelphia Experiment II,Philadelphia Experiment II,The Philadelphia Experiment Collection,145784,21432813.0
344,344,26515,1988-06-09,Pumpkinhead,Pumpkinhead,Pumpkinhead Collection,123256,596701.0
345,345,35979,2007-02-05,Pumpkinhead: Blood Feud,Pumpkinhead: Blood Feud,Pumpkinhead Collection,123256,5113430.0
346,346,35977,1995-10-20,Pumpkinhead II: Blood Wings,Pumpkinhead II: Blood Wings,Pumpkinhead Collection,123256,3945952.0
347,347,35978,2006-10-28,Pumpkinhead: Ashes to Ashes,Pumpkinhead: Ashes to Ashes,Pumpkinhead Collection,123256,5113356.0
348,348,161791,1962-12-20,La Gran Familia,La Gran Familia,The Big Family Collection,792952,13542692.0
349,349,201003,1965-09-10,La Familia Y Uno Más,The Family and One More,The Big Family Collection,792952,11254779.0
350,350,195656,1979-12-14,"La familia bien, gracias","La familia bien, gracias",The Big Family Collection,792952,13542692.0
351,351,319217,1999-12-25,La familia... 30 años después,La familia... 30 años después,The Big Family Collection,792952,13542692.0
352,352,9316,2003-01-21,องค์บาก,Ong-Bak,Ong Bak Collection,94589,878005.0
353,353,16353,2008-12-04,องค์บาก 2,Ong Bak 2,Ong Bak Collection,94589,4916683.0
354,354,43209,2010-05-05,องค์บาก 3,Ong Bak 3,Ong Bak Collection,94589,20762905.0
355,355,43593,2010-08-20,Piranha 3D,Piranha 3D,Piranha 3D Collection,104830,19942818.0
356,356,71668,2012-05-11,Piranha 3DD,Piranha 3DD,Piranha 3D Collection,104830,31879136.0
357,357,9013,1988-07-20,Midnight Run,Midnight Run,Midnight Run Collection,633215,1122030.0
358,358,202620,1994-02-05,Another Midnight Run,Another Midnight Run,Midnight Run Collection,633215,5817325.0
359,359,529000,1994-03-20,Midnight Runaround,Midnight Runaround,Midnight Run Collection,633215,5817147.0
360,360,437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,Midnight Run Collection,633215,5812638.0
361,361,9749,1985-05-31,Fletch,Fletch,Fletch Collection,104833,2484540.0
362,362,14628,1989-03-17,Fletch Lives,Fletch Lives,Fletch Collection,104833,5652838.0
363,363,147683,1978-02-12,"Profetul, aurul și ardelenii","The Prophet, the Gold, and the Transylvanians",Transylvanians Trilogy,620931,6273971.0
364,364,144089,1978-12-22,"Artista, dolarii și ardelenii","The Actress, the Dollars and the Transylvanians",Transylvanians Trilogy,620931,31249282.0
365,365,147692,1981-01-12,"Pruncul, petrolul şi ardelenii","The Oil, the Baby and the Transylvanians",Transylvanians Trilogy,620931,1476430.0
366,366,1885,1984-06-22,The Karate Kid,The Karate Kid,The Karate Kid Collection,8580,91133.0
367,367,8856,1986-06-18,The Karate Kid Part II,The Karate Kid Part II,The Karate Kid Collection,8580,1107088.0
368,368,10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,The Karate Kid Collection,8580,2353104.0
369,369,11231,1994-07-18,The Next Karate Kid,The Next Karate Kid,The Karate Kid Collection,8580,657809.0
370,370,1011477,2025-05-28,Karate Kid: Legends,Karate Kid: Legends,The Karate Kid Collection,8580,71774699.0
371,371,377,1984-10-31,A Nightmare on Elm Street,A Nightmare on Elm Street,A Nightmare on Elm Street Collection,8581,3028191.0
372,372,10014,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Collection,8581,31658692.0
373,373,10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street Collection,8581,3037946.0
374,374,10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street Collection,8581,3038038.0
375,375,10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street Collection,8581,3038054.0
376,376,11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street Collection,8581,2933385.0
377,377,11596,1994-10-13,New Nightmare,New Nightmare,A Nightmare on Elm Street Collection,8581,347235.0
378,378,1642,1995-07-28,The Net,The Net,The Net Collection,328073,306195.0
379,379,9834,2006-02-15,The Net 2.0,The Net 2.0,The Net Collection,328073,11327665.0
380,380,106,1987-06-12,Predator,Predator,Predator Collection,399,230481.0
381,381,169,1990-11-21,Predator 2,Predator 2,Predator Collection,399,620034.0
382,382,34851,2010-07-03,Predators,Predators,Predator Collection,399,24630747.0
383,383,346910,2018-09-05,The Predator,The Predator,Predator Collection,399,48705675.0
384,384,766507,2022-08-02,Prey,Prey,Predator Collection,399,65893790.0
385,385,1242898,2025-11-05,Predator: Badlands,Predator: Badlands,Predator Collection,399,76045652.0
386,386,1376434,,Untitled Predator Film,Untitled Predator Film,Predator Collection,399,78195733.0
387,387,953,2005-05-25,Madagascar,Madagascar,Madagascar Collection,14740,17901688.0
388,388,10527,2008-10-30,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,Madagascar Collection,14740,3858746.0
389,389,80321,2012-06-06,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,Madagascar Collection,14740,21153376.0
390,390,27398,1968-07-29,La marca del Hombre Lobo,Frankenstein's Bloody Terror,Daninsky Werewolf Collection,844181,41723586.0
391,391,3216,1970-02-24,Los monstruos del terror,Assignment Terror,Daninsky Werewolf Collection,844181,7276177.0
392,392,28403,1971-05-17,La noche de Walpurgis,The Werewolf Versus the Vampire Woman,Daninsky Werewolf Collection,844181,7818642.0
393,393,28406,1972-02-07,La furia del Hombre Lobo,The Fury of the Wolf Man,Daninsky Werewolf Collection,844181,840934.0
394,394,115423,1972-05-06,Doctor Jekyll y el Hombre Lobo,Dr. Jekyll vs. the Werewolf,Daninsky Werewolf Collection,844181,7276753.0
395,395,40347,1973-10-30,El retorno de Walpurgis,Curse of the Devil,Daninsky Werewolf Collection,844181,34096300.0
396,396,54112,1975-01-09,La maldición de la bestia,Night of the Howling Beast,Daninsky Werewolf Collection,844181,1712037.0
397,397,29906,1981-04-08,El retorno del Hombre Lobo,Night of the Werewolf,Daninsky Werewolf Collection,844181,471370.0
398,398,29909,1983-11-25,La bestia y la espada mágica,The Beast and the Magic Sword,Daninsky Werewolf Collection,844181,7277772.0
399,399,208917,1988-01-01,El aullido del diablo,Howl of the Devil,Daninsky Werewolf Collection,844181,200462.0
400,400,208916,1996-06-17,Licántropo: El asesino de la luna llena,Lycantropus: The Moonlight Murders,Daninsky Werewolf Collection,844181,1813799.0
401,401,27483,2004-06-08,Tomb of the Werewolf,Tomb of the Werewolf,Daninsky Werewolf Collection,844181,7278140.0
402,402,36808,1984-09-07,Hollywood Hot Tubs,Hollywood Hot Tubs,Hollywood Hot Tubs Collection,1161620,34289848.0
403,403,149107,1990-03-01,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs Collection,1161620,61900948.0
404,404,86343,1966-04-06,The Ghost in the Invisible Bikini,The Ghost in the Invisible Bikini,Beach Party Collection,338327,4391376.0
405,405,26879,1965-07-14,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,Beach Party Collection,338327,3020167.0
406,406,26483,1965-04-14,Beach Blanket Bingo,Beach Blanket Bingo,Beach Party Collection,338327,4007440.0
407,407,53617,1964-11-11,Pajama Party,Pajama Party,Beach Party Collection,338327,4588632.0
408,408,39113,1964-07-22,Bikini Beach,Bikini Beach,Beach Party Collection,338327,38271543.0
409,409,27376,1964-03-25,Muscle Beach Party,Muscle Beach Party,Beach Party Collection,338327,4389723.0
